id,name,account,card,features,news
159,Joel,"{'id': 161, 'number': '00003-1', 'agency': '0003', 'balance': 0.0, 'limit': 500.0}","{'id': 153, 'number': '**** **** **** 1113', 'limit': 1000.0}",[],"[{'id': 522, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 523, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
160,Juliana,"{'id': 162, 'number': '00004-1', 'agency': '0004', 'balance': 0.0, 'limit': 500.0}","{'id': 154, 'number': '**** **** **** 1114', 'limit': 1000.0}",[],"[{'id': 524, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 525, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
161,Lucas Morgano,"{'id': 163, 'number': '686907', 'agency': '103', 'balance': 0.0, 'limit': 5000.0}","{'id': 155, 'number': '6569', 'limit': 10000.0}","[{'id': 52, 'icon': 'string', 'description': 'string'}]","[{'id': 100, 'icon': 'string', 'description': 'string'}, {'id': 526, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 527, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
162,Harielson,"{'id': 164, 'number': '1001', 'agency': '010203-4', 'balance': 100.0, 'limit': 1000.0}","{'id': 156, 'number': '**** **** **** 1213', 'limit': 1000.0}",[],"[{'id': 528, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 529, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
163,Harielson,"{'id': 165, 'number': '9632', 'agency': '010203-4', 'balance': 100.0, 'limit': 1000.0}","{'id': 157, 'number': '1017 **** **** 1213', 'limit': 1000.0}",[],"[{'id': 530, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 531, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
164,Heitor M,"{'id': 166, 'number': '5532', 'agency': '010203-4', 'balance': 0.0, 'limit': 1400.0}","{'id': 158, 'number': '6317 **** **** 7413', 'limit': 800.0}",[],"[{'id': 532, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 533, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
165,Marcondes Brito,"{'id': 167, 'number': '3542', 'agency': '010203-4', 'balance': 0.0, 'limit': 800.0}","{'id': 159, 'number': '1387 **** **** 7411', 'limit': 1800.0}",[],"[{'id': 534, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 535, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
166,Ana Brito,"{'id': 168, 'number': '9542', 'agency': '060208-1', 'balance': 100.0, 'limit': 2600.0}","{'id': 160, 'number': '9488 **** **** 7619', 'limit': 8800.0}",[],"[{'id': 536, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 537, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
167,Babi Mendes,"{'id': 169, 'number': '1342', 'agency': '080308-1', 'balance': 1200.0, 'limit': 10600.0}","{'id': 161, 'number': '6180 **** **** 7139', 'limit': 10800.0}",[],"[{'id': 538, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 539, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
168,Teste,"{'id': 170, 'number': '03002-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 162, 'number': '**** **** **** 1412', 'limit': 1000.0}",[],"[{'id': 540, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 541, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
169,testing,"{'id': 171, 'number': '123123123123', 'agency': '123123123123', 'balance': 0.0, 'limit': 0.0}","{'id': 163, 'number': '123123123123', 'limit': 0.0}",[],"[{'id': 542, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 543, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
170,teste1000,"{'id': 172, 'number': 'teste1000', 'agency': 'teste1000', 'balance': 1.0, 'limit': 1.0}","{'id': 164, 'number': 'teste1000', 'limit': 1.0}",[],"[{'id': 544, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 545, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
171,teste1001,"{'id': 173, 'number': 'teste1001', 'agency': 'teste1001', 'balance': 1.0, 'limit': 1.0}","{'id': 165, 'number': 'teste1001', 'limit': 1.0}",[],"[{'id': 546, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 547, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
172,Sofia Martins Pereira,"{'id': 174, 'number': '68034-3', 'agency': '0006', 'balance': 218.64, 'limit': 500.0}","{'id': 166, 'number': '**** **** **** 5176', 'limit': 1000.0}",[],"[{'id': 165, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Sofia, investir é garantir seu futuro. Transforme sonhos em realidade com planejamento financeiro. Invista!'}, {'id': 548, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 549, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
173,Isabella Ferreira Costa,"{'id': 175, 'number': '81264-8', 'agency': '0004', 'balance': 5916.3, 'limit': 3000.0}","{'id': 167, 'number': '**** **** **** 9896', 'limit': 2560.0}",[],"[{'id': 166, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Isabella, investir é fazer seu dinheiro trabalhar por você. Tenha segurança e realize sonhos!'}, {'id': 550, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 551, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
174,Laura Oliveira Souza,"{'id': 176, 'number': '44184-8', 'agency': '0002', 'balance': 4266.49, 'limit': 8000.0}","{'id': 168, 'number': '**** **** **** 6368', 'limit': 500.0}",[],"[{'id': 167, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Laura! Invista no futuro! Crie oportunidades e segurança financeira com investimentos inteligentes.'}, {'id': 552, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 553, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
175,Lucas Rodrigues Almeida,"{'id': 177, 'number': '92376-2', 'agency': '0023', 'balance': 3201.5, 'limit': 1000.0}","{'id': 169, 'number': '**** **** **** 2827', 'limit': 2000.0}",[],"[{'id': 168, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Lucas, investir é garantir seu futuro. Cresça seu capital conosco, presente e futuro juntos. Banco X.'}, {'id': 554, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 555, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
176,Gabriel Silva Santos,"{'id': 178, 'number': '97358-1', 'agency': '0001', 'balance': 101.15, 'limit': 500.0}","{'id': 170, 'number': '**** **** **** 1082', 'limit': 1000.0}",[],"[{'id': 169, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá Gabriel, invista agora e garanta um futuro seguro. Seu amanhã depende das ações de hoje!'}, {'id': 556, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 557, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
177,Bre,"{'id': 179, 'number': '00000-1', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 171, 'number': '**** **** **** 1321', 'limit': 1000.0}",[],"[{'id': 558, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 559, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
178,Demi,"{'id': 180, 'number': '00000-2', 'agency': '0002', 'balance': 0.0, 'limit': 1000.0}","{'id': 172, 'number': '**** **** **** 1322', 'limit': 1000.0}",[],"[{'id': 560, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 561, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
179,Demis,"{'id': 181, 'number': '00000-3', 'agency': '0003', 'balance': 0.0, 'limit': 1000.0}","{'id': 173, 'number': '**** **** **** 1332', 'limit': 1000.0}",[],"[{'id': 562, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 563, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
180,Demis,"{'id': 182, 'number': '00020-3', 'agency': '0003', 'balance': 0.0, 'limit': 1000.0}","{'id': 174, 'number': '**** **** ***8 1332', 'limit': 1000.0}",[],"[{'id': 564, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 565, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
181,Demi,"{'id': 183, 'number': '00030-3', 'agency': '0003', 'balance': 0.0, 'limit': 1000.0}","{'id': 175, 'number': '**** **** ***9 1332', 'limit': 1000.0}",[],"[{'id': 566, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 567, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
182,Brenno,"{'id': 184, 'number': '00040-3', 'agency': '0003', 'balance': 0.0, 'limit': 1000.0}","{'id': 176, 'number': '**** **** **57 1332', 'limit': 1000.0}",[],"[{'id': 568, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 569, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
183,Gabriel,"{'id': 185, 'number': '01095-5', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 177, 'number': '**** **** **** 1983', 'limit': 1000.0}",[],"[{'id': 570, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 571, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
184,Alex,"{'id': 186, 'number': '02095-5', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 178, 'number': '**** **** **** 1993', 'limit': 1000.0}",[],"[{'id': 572, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 573, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
185,Cesar,"{'id': 187, 'number': '12095-5', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 179, 'number': '**** **** **** 2993', 'limit': 1000.0}",[],"[{'id': 574, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 575, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
186,Markin,"{'id': 188, 'number': '000001-2', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 180, 'number': '1111 1111 1111 1234', 'limit': 1000.0}",[],"[{'id': 576, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 577, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
187,Vaness,"{'id': 189, 'number': '000002-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 181, 'number': '1111 1111 1112 1234', 'limit': 1500.0}",[],"[{'id': 578, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 579, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
188,Noah,"{'id': 190, 'number': '000003-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 182, 'number': '1111 1111 1113 1234', 'limit': 1500.0}",[],"[{'id': 580, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 581, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
252,Renato,"{'id': 259, 'number': '00005-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 246, 'number': '**** **** 4956 1111', 'limit': 1000.0}",[],"[{'id': 582, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 583, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
189,Joshua,"{'id': 192, 'number': '00666-8', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 183, 'number': '**** **** **** 5426', 'limit': 1000.0}",[],"[{'id': 584, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 585, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
190,Hendrix,"{'id': 196, 'number': '00666-9', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 184, 'number': '**** **** **** 5678', 'limit': 1000.0}",[],"[{'id': 586, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 587, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
191,Cornell,"{'id': 197, 'number': '00667-9', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 185, 'number': '**** **** **** 5617', 'limit': 1000.0}",[],"[{'id': 588, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 589, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
192,Elemento X,"{'id': 198, 'number': '99999-1', 'agency': '9999', 'balance': 0.0, 'limit': 1000.0}","{'id': 186, 'number': '9999 9999 9999 1111', 'limit': 1000.0}",[],"[{'id': 590, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 591, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
193,Elemento y,"{'id': 199, 'number': '99999-2', 'agency': '9999', 'balance': 0.0, 'limit': 1000.0}","{'id': 187, 'number': '9999 9999 9999 2222', 'limit': 1000.0}",[],"[{'id': 592, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 593, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
194,Elemento Z,"{'id': 200, 'number': '99999-3', 'agency': '9999', 'balance': 0.0, 'limit': 1000.0}","{'id': 188, 'number': '9999 9999 9999 3333', 'limit': 1000.0}",[],"[{'id': 594, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 595, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
195,Pyterson2,"{'id': 201, 'number': '00321-1', 'agency': '0023', 'balance': 0.0, 'limit': 500.0}","{'id': 189, 'number': '**** **** **** 1311', 'limit': 1000.0}",[],"[{'id': 114, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson2, invista com sabedoria e garanta um futuro promissor. #InvestimentosEssenciais'}, {'id': 117, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson2, invista no seu futuro financeiro com estratégia e segurança. Conte com o meu apoio - especialista em marketing bancário.'}, {'id': 596, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 597, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
196,Pytersonia,"{'id': 202, 'number': '01321-1', 'agency': '0023', 'balance': 0.0, 'limit': 500.0}","{'id': 190, 'number': '**** *3** **** 1311', 'limit': 1000.0}",[],"[{'id': 115, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista com PytersBank e garanta um futuro sólido!'}, {'id': 118, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista com a Pytersonia: o seu futuro financeiro em boas mãos! 💼📈 #InvestimentosPytersonia'}, {'id': 598, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 599, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
197,Pietro,"{'id': 203, 'number': '41321-1', 'agency': '0023', 'balance': 0.0, 'limit': 500.0}","{'id': 191, 'number': '**** *3** *4** 1311', 'limit': 1000.0}",[],"[{'id': 116, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pietro, invista no seu futuro! Faça bons investimentos com segurança!'}, {'id': 119, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pietro, descubra como seus investimentos podem fazer seu dinheiro trabalhar para você! 💰'}, {'id': 600, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 601, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
199,João Silva,"{'id': 204, 'number': '1234-5', 'agency': '0001-9', 'balance': 1000.0, 'limit': 500.0}","{'id': 192, 'number': '1234-5678-9012-3456', 'limit': 2000.0}",[],"[{'id': 602, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 603, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
200,Maria Santos,"{'id': 205, 'number': '6789-0', 'agency': '0002-8', 'balance': 500.0, 'limit': 300.0}","{'id': 193, 'number': '9876-5432-1098-7654', 'limit': 1500.0}",[],"[{'id': 604, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 605, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
201,Ana Oliveira,"{'id': 206, 'number': '3456-7', 'agency': '0003-7', 'balance': -100.0, 'limit': -200.0}","{'id': 194, 'number': '4567-8901-2345-6789', 'limit': -500.0}",[],"[{'id': 606, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 607, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
202,Pedro Costa,"{'id': 207, 'number': '8901-2', 'agency': '0004-6', 'balance': 2000.0, 'limit': 1000.0}","{'id': 195, 'number': '5678-9012-3456-7890', 'limit': 2500.0}",[],"[{'id': 608, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 609, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
203,Eduardo,"{'id': 208, 'number': '1011-1', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 196, 'number': '1234 6652 1287 7783', 'limit': 2800.0}","[{'id': 55, 'icon': 'string', 'description': 'string'}]","[{'id': 103, 'icon': 'string', 'description': 'string'}, {'id': 610, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 611, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
204,Eduardo,"{'id': 209, 'number': '033-4', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 197, 'number': '1224 6652 1287 7783', 'limit': 2800.0}","[{'id': 56, 'icon': 'string', 'description': 'string'}]","[{'id': 104, 'icon': 'string', 'description': 'string'}, {'id': 612, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 613, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
205,Rodrigo,"{'id': 210, 'number': '033-5', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 198, 'number': '1224 6652 1447 7743', 'limit': 2800.0}","[{'id': 57, 'icon': 'string', 'description': 'string'}]","[{'id': 105, 'icon': 'string', 'description': 'string'}, {'id': 614, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 615, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
206,Marta,"{'id': 211, 'number': '033-6', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 199, 'number': '1224 6592 1447 7743', 'limit': 1800.0}","[{'id': 58, 'icon': 'string', 'description': 'string'}]","[{'id': 106, 'icon': 'string', 'description': 'string'}, {'id': 616, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 617, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
207,Monica,"{'id': 212, 'number': '033-7', 'agency': 'string', 'balance': 0.0, 'limit': 0.0}","{'id': 200, 'number': '7634 6592 1447 7743', 'limit': 980.0}","[{'id': 59, 'icon': 'string', 'description': 'string'}]","[{'id': 107, 'icon': 'string', 'description': 'string'}, {'id': 618, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 619, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
208,Vivi Cruz,"{'id': 213, 'number': '80001-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 201, 'number': '**** **** **** 8111', 'limit': 1000.0}",[],"[{'id': 620, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 621, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}]"
